,link,title,source,timestamp,search_engine,page_count,search_string
0,https://www.hindustantimes.com/car-bike/this-carmaker-overtakes-volkswagen-as-chinas-best-selling-car-brand-101705998758748.html&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIARAC&usg=AOvVaw2UkShjkpHvL858JDZLXD2d,This carmaker overtakes Volkswagen as China's best-selling car brand,Hindustan Times,2024-01-23 15:06:40.060226,google,3.0,Volkswagen and Cars
1,https://www.carandbike.com/news/2024-volkswagen-golf-debuts-with-subtle-styling-updates-more-power-3211387&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQICRAC&usg=AOvVaw2cU_u4FR6D_yOt0t97VI_b,"2024 Volkswagen Golf Debuts With Subtle Styling Updates, More Power",carandbike,2024-01-24 20:06:40.062731,google,3.0,Volkswagen and Cars
2,https://www.cardekho.com/india-car-news/new-hyundai-creta-vs-skoda-kushaq-vs-volkswagen-taigun-vs-mg-astor-price-comparison-31970.htm&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIABAC&usg=AOvVaw39HhZJG8xinbvO7KQ3hjKZ,New Hyundai Creta vs Skoda Kushaq vs Volkswagen Taigun vs MG Astor: Price Comparison,CarDekho,2024-01-24 15:06:40.067473,google,3.0,Volkswagen and Cars
3,https://www.indiatoday.in/technology/news/story/volkswagen-is-bringing-chatgpt-to-vehicles-so-that-you-can-ask-your-car-to-do-things-2486547-2024-01-09&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQICBAC&usg=AOvVaw3tY5nA5xnSqAkW9-EM9wA8,Volkswagen is bringing ChatGPT to its vehicles so that you can ask your car to do things,India Today,2024-01-11 15:06:40.067473,google,3.0,Volkswagen and Cars
4,https://fortune.com/europe/2024/01/23/volkswagen-top-car-seller-china-byd-warren-buffett-berkshire-hathaway/&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIAhAC&usg=AOvVaw1zC9Xtz_4BfLyg82RTs1LK,Volkswagen just lost its crown as China’s biggest carmaker to Warren Buffett–backed BYD,Fortune,2024-01-24 15:06:40.067473,google,3.0,Volkswagen and Cars
5,https://www.volkswagen-newsroom.com/en/press-releases/world-premiere-to-mark-the-50th-anniversary-the-new-golf-is-more-attractive-intelligent-and-efficient-than-ever-before-18083&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIBBAC&usg=AOvVaw1WE2IGePcPjGoxVicQ_Bpp,"World premiere to mark the 50th anniversary: the new Golf (Near-production vehicle.) is more attractive, intelligent and ...",Volkswagen Newsroom,2024-01-24 15:06:40.067473,google,3.0,Volkswagen and Cars
6,https://motoroctane.com/news/235687-volkswagen-planning-strong-comeback-with-3-new-cars&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIBhAC&usg=AOvVaw058ouVleCTzM0N6ThRLoRJ,Volkswagen planning strong comeback with 3 new cars?,MotorOctane,2024-01-21 15:06:40.078481,google,3.0,Volkswagen and Cars
7,https://www.livemint.com/auto-news/volkswagen-is-bringing-chatgpt-integration-to-its-cars-heres-how-it-will-work-ces-2024-openai-11704764816688.html&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIBxAC&usg=AOvVaw3DPDq31qWkdlG0YSeMmilh,CES 2024: Volkswagen is bringing ChatGPT integration to its cars. Here's how it will work | Mint,Mint,2024-01-11 15:06:40.078481,google,3.0,Volkswagen and Cars
8,https://www.indiatvnews.com/technology/news/volkswagen-cars-to-feature-chatgpt-ai-assistance-in-2024-2024-01-10-911120&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIBRAC&usg=AOvVaw1Pg2HSF5T9IFQgduLr3rD9,Are Volkswagen cars bringing ChatGPT AI assistance? Here's everything you need to know,India TV News,2024-01-11 15:06:40.078481,google,3.0,Volkswagen and Cars
9,https://www.carwale.com/news/discount-offers-of-up-to-rs-420-lakh-on-volkswagen-cars-in-november-2023/&sa=U&ved=2ahUKEwir4NfTnviDAxV3HrkGHd4PDo0QxfQBegQIAxAC&usg=AOvVaw3fomtzFn7-xsoCSska6My1,Discount offers of up to Rs. 4.20 lakh on Volkswagen cars in November 2023,CarWale,2023-11-25 15:06:40.085188,google,3.0,Volkswagen and Cars
10,https://www.zigwheels.com/volkswagen-cars&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgAEAI&usg=AOvVaw1tR8azH3l9jYodfO5l3spf,Watch Out For These 3 Volkswagen Cars Set To Launch In 2024,ZigWheels.com,2023-08-25 15:06:41.917615,google,3.0,Volkswagen and Cars
11,https://www.reuters.com/business/autos-transportation/volkswagen-shares-rise-after-confident-message-over-2024-2024-01-23/&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgJEAI&usg=AOvVaw24Olem4Yx38lkIXj_LmdZP,"Volkswagen shares rise after ""confident"" message over 2024",Reuters,2024-01-24 15:06:41.917615,google,3.0,Volkswagen and Cars
12,https://www.timesnownews.com/auto/car-news/tiguan-passat-and-other-volkswagen-cars-to-come-equipped-with-advance-chatgpt-ai-article-106657342&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgHEAI&usg=AOvVaw1CG6qbCCTa4zfnQ1K6uVjs,"Tiguan, Passat And Other Volkswagen Cars To Come Equipped With Advance ChatGPT AI",Times Now,2024-01-11 15:06:41.917615,google,3.0,Volkswagen and Cars
13,https://www.evoindia.com/features/special-features/top-of-the-class-how-volkswagens-cars-are-setting-the-standards-high&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgBEAI&usg=AOvVaw2LDVFXiwq3OF5mQoLVRyGq,Top of the class: How Volkswagen cars are setting the standards high,EVO India,2023-12-25 15:06:41.917615,google,3.0,Volkswagen and Cars
14,https://www.cardekho.com/india-car-news/kia-seltos-vs-toyota-hyryder-vs-honda-elevate-vs-volkswagen-taigun-space-practicality-comparison-31958.htm&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgCEAI&usg=AOvVaw0tFEAhrZrKNN4EAyeGy1EU,Kia Seltos vs Toyota Hyryder vs Honda Elevate vs Volkswagen Taigun: Space & Practicality Comparison,CarDekho,2024-01-21 15:06:41.917615,google,3.0,Volkswagen and Cars
15,https://www.volkswagen-newsroom.com/en/press-releases/world-premiere-at-ces-volkswagen-integrates-chatgpt-into-its-vehicles-18048&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgIEAI&usg=AOvVaw2Cq_O-tA5CY44W2JCPYv0d,World premiere at CES: Volkswagen integrates ChatGPT into its vehicles,Volkswagen Newsroom,2024-01-11 15:06:41.917615,google,3.0,Volkswagen and Cars
16,https://www.carwale.com/news/volkswagen-cars-to-get-expensive-from-1-january/&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgDEAI&usg=AOvVaw3e7cSEZ9yTRoQCn3BXelIg,Volkswagen cars to get expensive from 1 January,CarWale,2023-12-25 15:06:41.917615,google,3.0,Volkswagen and Cars
17,https://www.carandbike.com/news/future-volkswagen-cars-and-suvs-will-feature-chatgptdriven-voice-assistant-3211162&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgFEAI&usg=AOvVaw2y86Bpa6vZYzvsKt9RTfrF,Future Volkswagen Cars And SUVs Will Feature ChatGPT-Driven Voice Assistant,carandbike,2024-01-11 15:06:41.917615,google,3.0,Volkswagen and Cars
18,https://www.cardekho.com/india-car-news/skoda-and-volkswagen-to-launch-8-cars-in-india-in-2024-31847.htm&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgEEAI&usg=AOvVaw2M5tvah_ZMeBPCgrxNLKSJ,Skoda And Volkswagen To Launch 8 Cars In India In 2024,CarDekho,2023-12-25 15:06:41.933237,google,3.0,Volkswagen and Cars
19,https://www.cardekho.com/india-car-news/volkswagen-cars-available-with-discounts-of-over-rs-4-lakh-this-december-31799.htm&sa=U&ved=2ahUKEwjby9DUnviDAxU3H7kGHfv6Aoo4ChDF9AF6BAgGEAI&usg=AOvVaw2Z3Q_brDp4hD3cgcqUexQx,Volkswagen Cars Available With Discounts Of Over Rs 4 Lakh This December,CarDekho,2023-12-25 15:06:41.933237,google,3.0,Volkswagen and Cars
20,https://motoroctane.com/news/266960-new-volkswagen-cars-coming-in-2024&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgAEAI&usg=AOvVaw34azrFJc3b7Il1qIYKgaGq,New Volkswagen cars coming in 2024,MotorOctane,2024-01-19 15:06:43.641876,google,3.0,Volkswagen and Cars
21,https://www.zigwheels.com/news-features/general-news/watch-out-for-these-3-volkswagen-cars-set-to-launch-in-2024/51763/&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgJEAI&usg=AOvVaw0uyzCBdFk7WcPuG7VqCQou,Watch Out For These 3 Volkswagen Cars Set To Launch In 2024,ZigWheels.com,2023-12-25 15:06:43.641876,google,3.0,Volkswagen and Cars
22,https://www.indiatoday.in/auto/cars/story/volkswagen-india-cars-now-available-via-kendriya-police-kalyan-bhandar-2476318-2023-12-15&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgEEAI&usg=AOvVaw1NkbmAw4to0SECsPJMred4,Volkswagen India cars now available via Kendriya Police Kalyan Bhandar,India Today,2023-12-25 15:06:43.641876,google,3.0,Volkswagen and Cars
23,https://www.moneycontrol.com/news/world/volkswagen-vehicles-to-converse-with-drivers-via-chatgpt-by-mid-year-12020001.html&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgCEAI&usg=AOvVaw2xiNlFkf7ThiHP1jTw2w-Z,Volkswagen vehicles to converse with drivers via ChatGPT by mid-year,Moneycontrol,2024-01-11 15:06:43.641876,google,3.0,Volkswagen and Cars
24,https://www.carthrottle.com/news/meet-rugged-volkswagen-4x4-could-have-been&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgIEAI&usg=AOvVaw1NFHqzWcoebHcWHa848CSc,Meet The Rugged Volkswagen 4x4 That Could Have Been,Car Throttle,2024-01-24 19:06:43.641876,google,3.0,Volkswagen and Cars
25,https://www.autocarpro.in/news-international/volkswagen-integrates-chatgpt-into-its-cars-global-premiere-at-ces-2024-118589&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgFEAI&usg=AOvVaw3u8xwQjwJx2GhnJGg1JrAi,"Volkswagen integrates ChatGPT into its cars, global premiere at CES 2024",Autocar Professional,2024-01-11 15:06:43.657155,google,3.0,Volkswagen and Cars
26,https://m.economictimes.com/industry/auto/cars-uvs/volkswagen-passenger-cars-india-to-hike-prices-from-january/articleshow/105931271.cms&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgGEAI&usg=AOvVaw3TgSkF3yYBOm3crnVouUXw,Volkswagen Passenger Cars India to hike prices from January,The Economic Times,2023-12-25 15:06:43.657696,google,3.0,Volkswagen and Cars
27,https://auto.hindustantimes.com/auto/cars/volkswagen-virtus-taigun-tiguan-to-get-more-expensive-from-january-1-2024-41702372566556.html&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgDEAI&usg=AOvVaw2r11j0_GO1VHhiyjDdRghs,"Volkswagen Virtus, Taigun & Tiguan to get more expensive from January 1, 2024",HT Auto,2023-12-25 15:06:43.657696,google,3.0,Volkswagen and Cars
28,https://www.carwale.com/news/volkswagen-tiguan-available-with-discounts-of-up-to-rs-42-lakh-in-december-2023/&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgHEAI&usg=AOvVaw06nIsc0HM19c_oqOQgVjLZ,Volkswagen Tiguan attracts discounts of up to Rs. 4.20 lakh in December 2023,CarWale,2023-12-25 15:06:43.657696,google,3.0,Volkswagen and Cars
29,https://www.marketscreener.com/quote/stock/VOLKSWAGEN-AG-436737/news/AKTIEN-IM-FOKUS-2-Car-stocks-in-demand-after-positively-received-VW-statements-45794029/&sa=U&ved=2ahUKEwiXsLvVnviDAxVgFbkGHU5_ALk4FBDF9AF6BAgBEAI&usg=AOvVaw0rz47chmTWE2vO3CrRxFEV,AKTIEN IM FOKUS 2: Car stocks in demand after positively received VW statements,MarketScreener,2024-01-24 15:06:43.657696,google,3.0,Volkswagen and Cars
30,https://news.yahoo.com/volkswagens-updated-golf-aims-address-164130502.html?fr=sycsrp_catchall,Volkswagen's updated Golf aims to address criticisms of previous car,dpa international via Yahoo News,2024-01-24 22:06:51.160782,Yahoo,,Volkswagen and Cars
31,https://www.yahoo.com/tech/recent-tests-reveal-volkswagen-ev-170000429.html,Recent tests reveal Volkswagen’s new EV battery technology could shake up the industry: ‘These are...,The Cool Down via Yahoo News,2024-01-24 22:06:51.160782,Yahoo,,Volkswagen and Cars
32,https://www.bloomberg.com/news/articles/2024-01-23/byd-crowned-china-s-no-1-selling-car-brand-for-2023-over-vw,BYD Crowned China’s No. 1 Selling Car Brand for 2023 Over VW,Bloomberg,2024-01-23 15:06:51.160782,Yahoo,,Volkswagen and Cars
33,https://www.aol.com/volkswagen-just-lost-crown-china-191011281.html,Volkswagen just lost its crown as China’s biggest carmaker to Warren Buffett–backed BYD,Fortune via AOL,2024-01-23 15:06:51.160782,Yahoo,,Volkswagen and Cars
34,https://www.caranddriver.com/news/a46507716/2025-volkswagen-golf-gti-revealed/,"2025 Volkswagen Golf GTI Revealed with More Power, Improved Tech",Car and Driver,2024-01-24 15:06:51.176400,Yahoo,,Volkswagen and Cars
35,https://news.yahoo.com/volkswagen-adding-chatgpt-golf-50th-231154267.html?fr=sycsrp_catchall,Volkswagen adding ChatGPT to Golf in update for its 50th birthday,dpa international via Yahoo News,2024-01-24 15:06:51.176400,Yahoo,,Volkswagen and Cars
36,https://www.aol.com/5-best-european-cars-retirees-130014293.html,5 Best European Cars for Retirees on a Budget,GoBankingRates via AOL,2024-01-24 18:06:51.176400,Yahoo,,Volkswagen and Cars
37,https://insideevs.com/news/705728/vw-golf-plug-in-hybrid-ev-range-2024/,The New Volkswagen Golf Plug-In Hybrids Have 62 Miles Of Electric Range,InsideEVs,2024-01-24 15:06:51.176400,Yahoo,,Volkswagen and Cars
38,https://www.aol.com/view-photos-2025-volkswagen-golf-230100533.html,View Photos of the 2025 Volkswagen Golf GTI (Europe-Spec),Car and Driver via AOL,2024-01-24 15:06:51.176400,Yahoo,,Volkswagen and Cars
39,https://autos.yahoo.com/volkswagen-golf-reinvented-more-powerful-004610109.html,Volkswagen Golf reinvented with more powerful GTI,Autocar articles via Yahoo News,2024-01-24 15:06:51.176400,Yahoo,,Volkswagen and Cars
40,https://autos.yahoo.com/volkswagen-golf-reinvented-more-powerful-004610109.html,Volkswagen Golf reinvented with more powerful GTI,Autocar articles via Yahoo News,2024-01-24 15:06:51.176400,Yahoo,,Volkswagen and Cars
41,https://www.mensjournal.com/news/mechanics-rank-top-5-most-expensive-cars-maintain,Mechanics Rank the Top 5 Most Expensive Cars to Maintain,Men's Journal,2024-01-25 03:06:51.176400,Yahoo,,Volkswagen and Cars
42,https://www.nytimes.com/2024/01/24/business/teslas-electric-vehicles-profit-price-cuts.html,Tesla Profit From Car Sales Falls as Price Cuts Hurt,New York Times,2024-01-25 03:06:51.176400,Yahoo,,Volkswagen and Cars
43,https://finance.yahoo.com/news/toyota-chairman-doubles-down-electric-111721568.html?fr=sycsrp_catchall,"Toyota’s chairman doubles down on his electric car skepticism, forecasting that EV adoption will...",Fortune via Yahoo Finance,2024-01-24 17:06:51.176400,Yahoo,,Volkswagen and Cars
44,https://autos.yahoo.com/volkswagen-celebrates-50-years-golf-160000394.html,"Volkswagen Celebrates 50 Years Of Its Golf With A Powerful, Convenient Refresh",Jalopnik via Yahoo News,2024-01-24 21:06:51.176400,Yahoo,,Volkswagen and Cars
45,https://www.autonews.com/cars-concepts/2025-vw-golf-gets-digital-upgrade-improved-plug-hybrid,"VW Golf gets more tech, long-range plug-in hybrid",Automotive News,2024-01-24 18:06:51.191910,Yahoo,,Volkswagen and Cars
46,https://www.aol.com/2025-volkswagen-golf-gti-adds-230100368.html,"The 2025 Volkswagen Golf GTI Adds Buttons, Drops the Manual",Road & Track via AOL,2024-01-24 15:06:51.191910,Yahoo,,Volkswagen and Cars
47,https://autos.yahoo.com/safest-cars-sale-uk-2024-110613582.html,What are the safest cars on sale in the UK in 2024?,Autocar articles via Yahoo News,2024-01-24 18:06:51.191910,Yahoo,,Volkswagen and Cars
48,https://jalopnik.com/volkswagen-celebrates-50-years-of-its-golf-with-a-power-1851191133,"Volkswagen Celebrates 50 Years Of Its Golf With A Powerful, Convenient Refresh",Jalopnik,2024-01-24 21:06:51.191910,Yahoo,,Volkswagen and Cars
49,https://www.yahoo.com/lifestyle/mechanics-rank-top-5-most-211948491.html?fr=sycsrp_catchall,Mechanics Rank the Top 5 Most Expensive Cars to Maintain,Men's Journal via Yahoo News,2024-01-25 03:06:51.191910,Yahoo,,Volkswagen and Cars
50,https://www.yahoo.com/lifestyle/mechanics-rank-top-5-most-211948491.html?fr=sycsrp_catchall,Mechanics Rank the Top 5 Most Expensive Cars to Maintain,Men's Journal via Yahoo News,2024-01-25 03:06:51.191910,Yahoo,,Volkswagen and Cars
51,https://www.autoguide.com/auto/auto-news/the-new-volkswagen-gti-is-here-but-the-manual-isn-t-44609164,"The New Volkswagen GTI Is Here, But The Manual Isn't",AP News Archive,2024-01-24 15:06:51.191910,Yahoo,,Volkswagen and Cars
52,https://www.bloomberg.com/news/articles/2024-01-24/gm-to-invest-1-4-billion-in-brazil-with-focus-on-electric-cars,GM to Invest $1.4 Billion in Brazil With Focus on Electric Cars,Bloomberg,2024-01-25 03:06:51.191910,Yahoo,,Volkswagen and Cars
